video,audio,video_file,audio_file,user_id,Video,Audio,Congruent,ethnicity,notes,
1029_IEO_HAP_MD-converted.mp4,1029_TSI_SAD_XX.wav,"../User/Stimuli/video/
1029_IEO_HAP_MD-converted.mp4",../User/Stimuli/audio/1029_TSI_SAD_XX.wav,1029,Happiness,Sad,incongruent,African american,,
1029_IEO_SAD_MD-converted.mp4,1029_TSI_ANG_XX.wav,"../User/Stimuli/video/
1029_IEO_SAD_MD-converted.mp4",../User/Stimuli/audio/1029_TSI_ANG_XX.wav,1029,Sad,Anger,incongruent,African american,,
1029_IEO_ANG_MD-converted.mp4,1029_TSI_ANG_XX.wav,../User/Stimuli/video/1029_IEO_ANG_MD.ogg,../User/Stimuli/audio/1029_TSI_ANG_XX.wav,1029,Anger,Anger,congruent,African american,,
1029_IEO_DIS_MD-converted.mp4,1029_TSI_DIS_XX.wav,../User/Stimuli/video/1029_IEO_DIS_MD-converted.mp4,../User/Stimuli/audio/1029_TSI_DIS_XX.wav,1029,Disgust,Disgust,congruent,African american,,
1029_IEO_FEA_MD-converted.mp4,1029_TSI_FEA_XX.wav,../User/Stimuli/video/1029_IEO_FEA_MD-converted.mp4,../User/Stimuli/audio/1029_TSI_FEA_XX.wav,1029,Fear,Fear,congruent,African american,,
"
1029_IEO_HAP_MD-converted.mp4","
1029_TSI_HAP_XX.wav","../User/Stimuli/video/
1029_IEO_HAP_MD-converted.mp4",../User/Stimuli/audio/1029_TSI_HAP_XX.wav,1029,Happiness,Happiness,congruent,African american,,
"
1029_IEO_SAD_MD-converted.mp4","
1029_TSI_SAD_XX.wav","../User/Stimuli/video/
1029_IEO_SAD_MD-converted.mp4",../User/Stimuli/audio/1029_TSI_SAD_XX.wav,1029,Sad,Sad,congruent,African american,,
1031_IEO_ANG_MD-converted.mp4,1031_TSI_DIS_XX.wav,../User/Stimuli/video/1031_IEO_ANG_MD-converted.mp4,../User/Stimuli/audio/1031_TSI_DIS_XX.wav,1031,Anger,Disgust,incongruent,hispanic,,
1031_IEO_DIS_HI-converted.mp4,1031_TSI_FEA_XX.wav,../User/Stimuli/video/1031_IEO_DIS_HI-converted.mp4,../User/Stimuli/audio/1031_TSI_FEA_XX.wav,1031,Disgust,Fear,incongruent,hispanic,,
1031_IEO_FEA_HI-converted.mp4,1031_TSI_HAP_XX.wav,../User/Stimuli/video/1031_IEO_FEA_HI-converted.mp4,../User/Stimuli/audio/1031_TSI_HAP_XX.wav,1031,Fear,Happiness,incongruent,hispanic,,
1031_IEO_HAP_HI-converted.mp4,1031_TSI_SAD_XX.wav,../User/Stimuli/video/1031_IEO_HAP_HI-converted.mp4,../User/Stimuli/audio/1031_TSI_SAD_XX.wav,1031,Happiness,Sad,incongruent,hispanic,,
1031_IEO_SAD_HI-converted.mp4,1031_TSI_ANG_XX.wav,../User/Stimuli/video/1031_IEO_SAD_HI-converted.mp4,../User/Stimuli/audio/1031_TSI_ANG_XX.wav,1031,Sad,Anger,incongruent,hispanic,,
1031_IEO_ANG_MD-converted.mp4,1031_TSI_ANG_XX.wav,../User/Stimuli/video/1031_IEO_ANG_MD-converted.mp4,../User/Stimuli/audio/1031_TSI_ANG_XX.wav,1031,Anger,Anger,congruent,hispanic,,
1031_IEO_DIS_HI-converted.mp4,1031_TSI_DIS_XX.wav,../User/Stimuli/video/1031_IEO_DIS_HI-converted.mp4,../User/Stimuli/audio/1031_TSI_DIS_XX.wav,1031,Disgust,Disgust,congruent,hispanic,,
1031_IEO_FEA_HI-converted.mp4,1031_TSI_FEA_XX.wav,../User/Stimuli/video/1031_IEO_FEA_HI-converted.mp4,../User/Stimuli/audio/1031_TSI_FEA_XX.wav,1031,Fear,Fear,congruent,hispanic,,
1031_IEO_HAP_HI-converted.mp4,1031_TSI_HAP_XX.wav,../User/Stimuli/video/1031_IEO_HAP_HI-converted.mp4,../User/Stimuli/audio/1031_TSI_HAP_XX.wav,1031,Happiness,Happiness,congruent,hispanic,,
1031_IEO_SAD_HI-converted.mp4,1031_TSI_SAD_XX.wav,../User/Stimuli/video/1031_IEO_SAD_HI-converted.mp4,../User/Stimuli/audio/1031_TSI_SAD_XX.wav,1031,Sad,Sad,congruent,hispanic,,
1032_IEO_ANG_MD-converted.mp4,1032_TSI_FEA_XX.wav,../User/Stimuli/video/1032_IEO_ANG_MD-converted.mp4,../User/Stimuli/audio/1032_TSI_FEA_XX.wav,1032,Anger,Fear,incongruent,African american,,
"
1032_IEO_DIS_HI-converted.mp4",1032_TSI_HAP_XX.wav,"../User/Stimuli/video/
1032_IEO_DIS_HI-converted.mp4",../User/Stimuli/audio/1032_TSI_HAP_XX.wav,1032,Disgust,Happiness,incongruent,African american,,
1032_IEO_FEA_HI-converted.mp4,1032_TSI_SAD_XX.wav,../User/Stimuli/video/1032_IEO_FEA_HI-converted.mp4,../User/Stimuli/audio/1032_TSI_SAD_XX.wav,1032,Fear,Sad,incongruent,African american,,
1032_IEO_HAP_MD-converted.mp4,1032_TSI_ANG_XX.wav,../User/Stimuli/video/1032_IEO_HAP_MD-converted.mp4,../User/Stimuli/audio/1032_TSI_ANG_XX.wav,1032,Happiness,Anger,incongruent,African american,,
1032_IEO_SAD_MD-converted.mp4,1032_TSI_DIS_XX.wav,../User/Stimuli/video/1032_IEO_SAD_MD-converted.mp4,../User/Stimuli/audio/1032_TSI_DIS_XX.wav,1032,Sad,Disgust,incongruent,African american,,
1032_IEO_ANG_MD-converted.mp4,1032_TSI_ANG_XX.wav,../User/Stimuli/video/1032_IEO_ANG_MD-converted.mp4,../User/Stimuli/audio/1032_TSI_ANG_XX.wav,1032,Anger,Anger,congruent,African american,,
"
1032_IEO_DIS_HI-converted.mp4","
1032_TSI_DIS_XX.wav","../User/Stimuli/video/
1032_IEO_DIS_HI-converted.mp4",../User/Stimuli/audio/1032_TSI_DIS_XX.wav,1032,Disgust,Disgust,congruent,African american,,
1032_IEO_FEA_HI-converted.mp4,1032_TSI_FEA_XX.wav,../User/Stimuli/video/1032_IEO_FEA_HI-converted.mp4,../User/Stimuli/audio/1032_TSI_FEA_XX.wav,1032,Fear,Fear,congruent,African american,,
1032_IEO_HAP_MD-converted.mp4,1032_TSI_HAP_XX.wav,../User/Stimuli/video/1032_IEO_HAP_MD-converted.mp4,../User/Stimuli/audio/1032_TSI_HAP_XX.wav,1032,Happiness,Happiness,congruent,African american,,
1032_IEO_SAD_MD-converted.mp4,1032_TSI_SAD_XX.wav,../User/Stimuli/video/1032_IEO_SAD_MD-converted.mp4,../User/Stimuli/audio/1032_TSI_SAD_XX.wav,1032,Sad,Sad,congruent,African american,,
1045_IEO_ANG_MD-converted.mp4,1045_TSI_SAD_XX.wav,../User/Stimuli/video/1045_IEO_ANG_MD-converted.mp4,../User/Stimuli/audio/1045_TSI_SAD_XX.wav,1045,Anger,Sad,incongruent,east asian,,
1045_IEO_DIS_MD-converted.mp4,1045_TSI_ANG_XX.wav,../User/Stimuli/video/1045_IEO_DIS_MD-converted.mp4,../User/Stimuli/audio/1045_TSI_ANG_XX.wav,1045,Disgust,Anger,incongruent,east asian,,
1045_IEO_FEA_MD-converted.mp4,1045_TSI_DIS_XX.wav,../User/Stimuli/video/1045_IEO_FEA_MD-converted.mp4,../User/Stimuli/audio/1045_TSI_DIS_XX.wav,1045,Fear,Disgust,incongruent,east asian,,
1045_IEO_HAP_HI-converted.mp4,1045_TSI_FEA_XX.wav,../User/Stimuli/video/1045_IEO_HAP_HI-converted.mp4,../User/Stimuli/audio/1045_TSI_FEA_XX.wav,1045,Happiness,Fear,incongruent,east asian,,
1045_IEO_SAD_MD-converted.mp4,1045_TSI_HAP_XX.wav,../User/Stimuli/video/1045_IEO_SAD_MD-converted.mp4,../User/Stimuli/audio/1045_TSI_HAP_XX.wav,1045,Sad,Happiness,incongruent,east asian,,
1045_IEO_ANG_MD-converted.mp4,1045_TSI_ANG_XX.wav,../User/Stimuli/video/1045_IEO_ANG_MD-converted.mp4,../User/Stimuli/audio/1045_TSI_ANG_XX.wav,1045,Anger,Anger,congruent,east asian,,
1045_IEO_DIS_MD-converted.mp4,1045_TSI_DIS_XX.wav,../User/Stimuli/video/1045_IEO_DIS_MD-converted.mp4,../User/Stimuli/audio/1045_TSI_DIS_XX.wav,1045,Disgust,Disgust,congruent,east asian,,
1045_IEO_FEA_MD-converted.mp4,1045_TSI_FEA_XX.wav,../User/Stimuli/video/1045_IEO_FEA_MD-converted.mp4,../User/Stimuli/audio/1045_TSI_FEA_XX.wav,1045,Fear,Fear,congruent,east asian,,
1045_IEO_HAP_HI-converted.mp4,1045_TSI_HAP_XX.wav,../User/Stimuli/video/1045_IEO_HAP_HI-converted.mp4,../User/Stimuli/audio/1045_TSI_HAP_XX.wav,1045,Happiness,Happiness,congruent,east asian,,
1045_IEO_SAD_MD-converted.mp4,1045_TSI_SAD_XX.wav,../User/Stimuli/video/1045_IEO_SAD_MD-converted.mp4,../User/Stimuli/audio/1045_TSI_SAD_XX.wav,1045,Sad,Sad,congruent,east asian,,
1072_IEO_ANG_MD-converted.mp4,1072_TSI_HAP_XX.wav,../User/Stimuli/video/1072_IEO_ANG_MD.mp4,../User/Stimuli/audio/1072_TSI_HAP_XX.wav,1072,Anger,Happiness,incongruent,east asian,,
1072_IEO_DIS_MD-converted.mp4,1072_TSI_SAD_XX.wav,../User/Stimuli/video/1072_IEO_DIS_MD_trimmed.mp4,../User/Stimuli/audio/1072_TSI_SAD_XX.wav,1072,Disgust,Sad,incongruent,east asian,video repeats,
1072_IEO_FEA_MD-converted.mp4,1072_TSI_ANG_XX.wav,../User/Stimuli/video/1072_IEO_FEA_MD.mp4,../User/Stimuli/audio/1072_TSI_ANG_XX.wav,1072,Fear,Anger,incongruent,east asian,,
1072_IEO_HAP_MD-converted.mp4,1072_TIS_DIS_XX.wav,../User/Stimuli/video/1072_IEO_HAP_MD.mp4,../User/Stimuli/audio/1072_TSI_DIS_XX.wav,1072,Happiness,Disgust,incongruent,east asian,,
1072_IEO_SAD_MD-converted.mp4,1072_TSI_FEA_XX.wav,../User/Stimuli/video/1072_IEO_SAD_MD.mp4,../User/Stimuli/audio/1072_TSI_FEA_XX.wav,1072,Sad,Fear,incongruent,east asian,,
1072_IEO_ANG_MD-converted.mp4,1072_TSI_ANG_XX.wav,../User/Stimuli/video/1072_IEO_ANG_MD.mp4,../User/Stimuli/audio/1072_TSI_ANG_XX.wav,1072,Anger,Anger,congruent,east asian,,
1072_IEO_DIS_MD-converted.mp4,1072_TSI_DIS_XX.wav,../User/Stimuli/video/1072_IEO_DIS_MD.mp4,../User/Stimuli/audio/1072_TSI_DIS_XX.wav,1072,Disgust,Disgust,congruent,east asian,,
1072_IEO_FEA_MD-converted.mp4,1072_TSI_FEA_XX.wav,../User/Stimuli/video/1072_IEO_FEA_MD.mp4,../User/Stimuli/audio/1072_TSI_FEA_XX.wav,1072,Fear,Fear,congruent,east asian,,
1072_IEO_HAP_MD-converted.mp4,1072_TSI_HAP_XX.wav,../User/Stimuli/video/1072_IEO_HAP_MD.mp4,../User/Stimuli/audio/1072_TSI_HAP_XX.wav,1072,Happiness,Happiness,congruent,east asian,,
1072_IEO_SAD_MD-converted.mp4,1072_TSI_SAD_XX.wav,../User/Stimuli/video/1072_IEO_SAD_MD.mp4,../User/Stimuli/audio/1072_TSI_SAD_XX.wav,1072,Sad,Sad,congruent,east asian,,
,,,,,,,,,,
